FILE INFORMATION HEADING


@Begin
@Participants:		CHI: ###; MOM
@Filename:	XS_0805_transcript
(5:01) %com:	noises from mom straightening out her legs.
%com:	child makes noises.
*CHI:	da.
*CHI:	dadada.
*MOT:	that’s a brush.
(5:11) *CHI:	[xxx].
*CHI:	[xxx].
*MOT:	say brush.
*MOT:	look.
*MOT:	here comes the kitty cat again.
*MOT:	meow.
(5:21)
*MOT:	meowmeow.
*CHI:	[xxx].
*CHI:	[xxx].
%com:	child makes noises going for the ball.
%com:	child breathing heavy.
*MOT:	ball.
(5:31) *MOT:	is that a ball?
(5:41) %com:	child makes sounds trying to put the ball in her mouth.
%com:	child makes sounds.
*CHI:	[xxx].
%com:	child makes sounds.
(5:51) %com:	child kneels up on knees and plops down making noise.
%com:	child makes sounds.
*CHI:	dadadadadadada.
(6:02) *MOT:	mm yeah.
*CHI:	dadadadadadadada.
*CHI:	da.
(6:10) *CHI:	[xxx].
*CHI:	[xxx].
%com:	child makes sounds.
(6:22) %com:	mom makes sounds picking up a toy.
%com:	mom rattles toy.
(6:31) *CHI:	[xxx].
*CHI:	[xxx].
(6:40) *CHI:	[xxx].
*CHI:	[xxx].
*CHI:	dadada.
*CHI:	dadada.
*CHI:	uh dadadada.
*CHI:	[xxx] da.
(6:50) %com:	child makes sounds.
(7:00) *CHI:	dadada.
*CHI:	dadada.
*CHI:	dadadada.
%com:	child makes sounds.
*CHI:	dada.
*CHI:	uh dadadadadada.
(7:12) *CHI:	dadadadada.
*MOT:	what’s this?
*CHI:	[xxx] dada.
%com:	child makes sounds.
(7:21) %com:	child makes sounds.
*MOT:	[xxx].
%com:	mother makes sounds.
*MOT:	what’s this?
%com:	sounds of toy rattling.
*MOT:	look at!
%com:	sounds of toy rattling.
(7:31) %com:	sounds of toy rattling.
%com:	child makes sounds.
%com:	toy rattling.
(7:41) %com:	mom puts toy up and it makes a sound.
%com:	mom rattles toy.
(7:50) %com:	mom sighs.
%com:	child makes sounds.
%com:	child makes sounds.
(8:01) %com:	child makes sounds.
%com:	child makes sounds.
*CHI:	[xxx].
*MOT:	[xxx] stay over here.
*CHI:	[xxx].
(8:11) %com:	mom makes sounds getting child and bringing her back to the carpeted floor area.
*MOT:	this way.
*MOT:	that way.
%com:	child makes sounds.
(8:21) %com:	child makes sounds.
*MOT:	this way.
%com:	child makes sounds.
*MOT:	this way.
%com:	mom makes sounds as she turns the child around.
(8:31) %com:	mom rattles the toy.
%com:	mom makes sounds sliding hands on the carpet.
%com:	child puts toy down and it rattles.
%com:	child makes sounds.
(8:40) *CHI:	[xxx].
%com:	child makes sounds.
%com:	child shakes toy and it rattles.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx] da daddy.
*CHI:	dadadadada.
*CHI:	dadadadadadadada.
(8:53) *CHI:	dadadadadadada.
*CHI:	uh dada.
*CHI:	dada.
%com:	child makes sounds.
*CHI:	[xxx].
(9:02)
%com:	child makes sounds.
(9:11) *MOT:	what’s that?
%com:	child moves feet across the carpet and makes sounds.
(9:23) *CHI:	[xxx] da.
*CHI:	dadadadadadada.
*CHI:	dadadada.
(9:32) *CHI:	uh dadadada.
*CHI:	dadadadada.
*CHI:	uh dadada.
*CHI:	uh dada.
%com:	child breathes heavy.
(9:43) *CHI:	[xxx].
%com:	child makes sounds.
(9:53) %com:	child breathes heavy.
%com:	sounds are made.
(10:03) %com:	sounds are made.
%com:	sounds are made.
(10:10) %com:	sounds are made.
(10:20)
(10:27) *MOT:	Lorali do you know where the ball is?
(10:30) *MOT:	Lorali.
*MOT:	where’s the ball?
*MOT:	where’s the ball?
*MOT:	can you get the ball?
*CHI:	[xxx].
(10:40) *CHI:	[xxx].
*MOT:	good girl.
*CHI:	[xxx].
*MOT:	yeah.
%com:	child makes sounds.
(10:53) %com:	sounds in the background.
%com:	child makes sounds.
(11:00) *CHI:	[xxx].
*MOT:	okay sit up.
%com:	child makes sounds.
(11:12) *MOT:	oh.
*MOT:	miss busy.
*MOT:	what’s this?
*MOT:	what is this?
*MOT:	what is this?
(11:19) %com:	mom rattles the toy.
*MOT:	oh you know what we haven’t looked at for a little while?
%com:	child playing with the rattling toy.
%com:	sounds in the background.
*CHI:	[xxx].
(11:29) *MOT:	Lorali.
%com:	sounds in the background.
*MOT:	there you go.
(11:40) *MOT:	what’s this?
*MOT:	what’s that?
*MOT:	can you go get that?
%com:	toy rattling.
%com:	child making sounds as she’s crawling.
*MOT:	that’s a zem.
(11:49) *MOT:	you get the zem.
*CHI:	uhuh.
*MOT:	yeah.
*CHI:	[xxx].
*CHI:	[xxx].
%com:	sounds in the background.
(12:01) %com:	sounds in the background.
*MOT:	where’s the ball?
*MOT:	where’s the ball?
*CHI:	[xxx].
*MOT:	Lorali where’s the ball?
%com:	child makes sounds as she’s crawling.
*MOT:	where’s the ball?
*MOT:	is that the ball over there?
(12:10) *MOT:	no we’re not gonna play with that.
*MOT:	is that the ball over there?
%com:	child makes sounds.
*MOT:	where’s the ball?
%com:	child makes sounds.
%com:	mom laughs.
(12:20) %com:	child makes sounds.
*MOT:	can you get the ball?
%com:	mom makes sounds.
%com:	sounds in the background.
(12:30) %com:	child makes sounds.
%com:	sounds in the background.
%com:	child makes sounds.
*MOT:	okay.
*MOT:	we gotta.
%com:	mom laughs.
(12:39) %com:	child fusses.
*MOT:	all right.
*MOT:	allrightallrightallright.
*MOT:	just a second.
%com:	child makes sounds.
*MOT:	let’s get you all situated here again missy.
(12:50) *MOT:	what’s this?
*MOT:	are those your shoes?
*MOT:	are those your shoes right there?
%com:	child makes sounds.
(12:59) *MOT:	can you see your shoes?
*MOT:	you want a brush?
*MOT:	okay here.
*MOT:	look here.
*MOT:	what’s that?
%com:	child fusses.
(13:12) *CHI:	dadada.
*MOT:	what is this?
*MOT:	what is this?
%com:	child makes sounds.
*MOT:	that’s a gimo a geo gimo.
(13:23) *MOT:	that’s a gimo.
*CHI:	[xxx].
*MOT:	yeah.
*CHI:	dadada.
*MOT:	okay.
(13:31) *CHI:	dadadada.
*MOT:	there you go.
%com:	child makes sounds.
*CHI:	[xxx].
%com:	child makes sounds.
(13:42) *CHI:	[xxx].
*CHI:	[xxx].
%com:	child makes sounds.
%com:	sounds in the background.
(13:52) %com:	sounds in the background.
%com:	child makes sounds.
*MOT:	uhoh.
*MOT:	here it goes.
%com:	mom makes a sound.
*MOT:	go get it.
%com:	child makes sounds.
*MOT:	go get it.
%com:	sounds in the background.
*CHI:	dada.
(14:01) %com:	sounds in the background.
*MOT:	that’s a gimo.
%com:	sounds in the background.
(14:13) *MOT:	whoah.
%com:	mom makes sounds.
*MOT:	where’s the ball?
*MOT:	where’s the ball?
*MOT:	Lorali where’s the ball?
(14:21) %com:	child sighs.
*MOT:	where’s the ball?
*MOT:	can you get the ball?
%com:	child makes sounds as she crawls.
%com:	child fusses.
%com:	sounds in the background.
(14:28) *CHI:	[xxx].
*CHI:	[xxx].
%com:	child makes sounds.
(14:39) %com:	sounds in the background.
%com:	mom gasps.
