FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 1224; MOM
@Filename:	XS_1224_transcript
%com:	child whines.
*MOT:	look.
*MOT:	oh say that messed up your hair a little bit.
%com:	child whines.
*MOT:	look Mimi.
*MOT:	Mimi look.
*MOT:	look.
%com:	drumming noise.
*MOT:	where’s the brush and the tima?
(00:07:30) *MOT:	look.
%com:	mother is making noises.
*MOT:	gotcha.
%com:	child laughs.
*MOT:	okay now where did they go?
%com:	mother gasps.
%com:	child laughs.
*MOT:	you found it.
*MOT:	what did you find?
*CHI:	[xxx].
*MOT:	you found your brush?
*CHI:	[xxx].
*MOT:	ew.
*MOT:	are you eating the brush?
*MOT:	ew.
%com:	child whines.
*MOT:	hmm.
*MOT:	were you going to stand up?
%com:	child whines.
*MOT:	what?
*CHI:	[xxx].
(00:08:00) *MOT:	what you don’t want to play with do you want to play with this one?
%com:	child whines.
*MOT:	look.
%com:	noises from toy.
*MOT:	I’m going to get the brush.
%com:	mother is making noises.
*CHI:	[xxx].
%com:	mother is making noises.
*CHI:	[xxx].
*MOT:	what?
%com:	child whines.
*MOT:	oh.
*MOT:	oh you want oh I see you see that microphone.
%com:	child laughs.
(00:08:30) *MOT:	yeah that’s a oh that’s a funny little microphone but you know what?
*MOT:	that’s not oh [xxx] no no no no.
%com:	child laughs.
*MOT:	oh no no no no no.
*MOT:	you like that one?
%com:	child laughs.
*MOT:	you want to touch it?
*MOT:	[xxx].
%com:	child whine.
*MOT:	ah no no no that’s not for you to play with though.
*MOT:	come look over here.
%com:	mother gasps.
*MOT:	ah look it.
*MOT:	you know what?
*MOT:	let’s find the green square.
*MOT:	should we find it?
*MOT:	watch.
*MOT:	look I’m going to take the tima.
*MOT:	look.
*MOT:	look.
(00:09:00) %com:	noise from toy.
*MOT:	[xxx].
*MOT:	[xxx].
*MOT:	[xxx].
%com:	noise from toy.
*MOT:	[xxx].
*MOT:	oh and you found the yellow square.  
*MOT:	look at that.
*MOT:	good job.
*CHI:	[xxx].
*MOT:	yes.
*CHI:	[xxx].
*MOT:	oh and you found circles.  
*MOT:	and you found the camera.
*CHI:	[xxx].
*MOT:	oh yes there it is.
*MOT:	there it is. 
(00:09:30) *MOT:	and what else do you see?
*MOT:	what else?
*MOT:	can you find a light?
%com:	child whines.
*MOT:	Mimi where’s the light?
*MOT:	where’s the light in the room?
*MOT:	can you find the light?
*CHI:	[xxx].
*MOT:	oh okay.
*MOT:	okay.
*CHI:	[xxx].
*MOT:	hmm.
*MOT:	ew.
*CHI:	[xxx].
*MOT:	ew.
*MOT:	are you eating the brush again?
*MOT:	uhoh look.
*MOT:	look the tima’s going to come get your toes.
(00:10:00) %com:	mother is making noises.
*CHI:	[xxx].
*MOT:	do you think this tima can smell?
*MOT:	look.
*CHI:	[xxx].
*MOT:	look let’s see if this tima can smell your toes.
%com:	mother is making noises.
*MOT:	whoa cheesy.
%com:	mother laughs.
*MOT:	whoa cheesy.
*CHI:	[xxx].
*MOT:	yeah you like that microphone.
*CHI:	[xxx].
*MOT:	oh yeah what is that?
*MOT:	oh it’s a microphone.
*MOT:	what is that?
%com:	child laughs.
*MOT:	oh weird.
(00:10:30) *CHI:	[xxx].
*MOT:	hmm?
*MOT:	that’s a microphone.
*MOT:	and the pillow oh it’s so soft.
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	yeah those are circles.
*CHI:	[xxx].
*MOT:	do you see all the circles?
*MOT:	they’re so pretty huh?
*CHI:	[xxx].
*MOT:	yeah.
(00:11:00) *MOT:	oh what do you see?
*MOT:	show me.
*MOT:	show me.
*MOT:	yes.
*CHI:	[xxx].
*MOT:	yes that’s a big painted circle.
*MOT:	that’s like a ring huh?
*MOT:	oh are you going to brush it?
*MOT:	can you brush it?
*CHI:	[xxx].
*MOT:	all right maybe you can clean it up.
*MOT:	uhuh can you oh you’re touching it.
*MOT:	I’ll touch it.
*CHI:	[xxx].
*MOT:	I’m going to touch the yellow one.
*CHI:	[xxx].
(00:11:30) *MOT:	and you’re touching the pink one.
*MOT:	okay.
*MOT:	oh yeah yeah yeah.
*MOT:	[xxx].
*CHI:	[xxx].
*MOT:	look look.
*MOT:	look here Mimi.
*MOT:	look.
*MOT:	[xxx].
%com:	mother is humming.
%com:	child laughs.
*MOT:	oh no oh no did it fall off?
(00:12:00) *MOT:	were we wiggling too much?
*MOT:	here come on.  
*MOT:	let’s put it back on.
*MOT:	it’s so nice.
*MOT:	it’s such a nice hat.
*MOT:	[xxx].
%com:	mother is humming.
%com:	child laughs.
*MOT:	okay there it is.
*MOT:	there it is.
*MOT:	uhoh.
%com:	child whines.
*MOT:	okay okay.
*MOT:	let’s do it again.
*MOT:	[xxx].
%com:	mother is humming.
*MOT:	uhoh uhoh uhoh let’s try it again.
*MOT:	here it is.
*MOT:	it’s so pretty isn’t it?
*MOT:	mhm.
(00:12:30) *MOT:	here you go.
*MOT:	[xxx]
%com:	mother is humming.
*MOT:	oh there it is.
*MOT:	[xxx].
*MOT:	I want to [xxx] it.
*MOT:	hey where’s that doorstop?
*MOT:	do you see the doorstop over there?
*MOT:	go see.
*MOT:	go see if you can find it.
*MOT:	go get that doorstop.
*MOT:	where is it?
%com:	child whines.
*MOT:	hmm.
%com:	child whines.
*MOT:	what?
*MOT:	tell mama.
(00:13:00) *MOT:	tell mama what.
*MOT:	what?
*MOT:	tell mama.
*MOT:	[xxx].
%com:	overlapping speech child and mother.
*MOT:	yes there are circles everywhere.
*CHI:	[xxx].
*MOT:	do you want to go touch one?
*MOT:	do you want to go touch a circle?
*MOT:	okay let’s go.
*MOT:	which one?
*MOT:	you show me.
*MOT:	which one do you want to touch?
*MOT:	do you like that one?
*CHI:	[xxx].
*MOT:	you like the purple one.
*MOT:	oh look it.
*MOT:	here’s a big purple circle and a little one.
(00:13:30) *MOT:	which other one do you want see?
*MOT:	let’s look at one more.
*MOT:	which one?
*MOT:	this one?
*MOT:	[xxx] see these?
*MOT:	big green circle.
*MOT:	big green one.
*MOT:	mhm there’s a little purple one.
*CHI:	[xxx].
*MOT:	what?
*MOT:	which one do you like?
*MOT:	you like the purple one.
(00:14:00) *MOT:	it is nice.
*MOT:	it’s purple.
*CHI:	[xxx].
*MOT:	purple and orange and blue.
*MOT:	they’re so pretty.
*MOT:	yeah.
*MOT:	there’s circles everywhere.
*MOT:	uhoh.
*MOT:	where’s the tima?
*MOT:	huh where did the tima go?
*MOT:	huh?
(00:14:30) *MOT:	oh that’s the camera.
*MOT:	mhm.
*MOT:	and the pillows.
*MOT:	oh and your brush.
*MOT:	there’s your bush.
*MOT:	that’s right.
*MOT:	where did the tima go?
*MOT:	where’s the tima?
%com:	child whines.
*MOT:	oh dear where’s the tima?
*MOT:	you’re not sure.
*MOT:	you’re just going to play with the brush?
*MOT:	are you just going to play with the brush?
*MOT:	good brushing.
(00:15:00) %com:	noise from toy hitting the floor.
*MOT:	and good tapping like a drum.
*MOT:	look.
%com:	noise from toy hitting the floor.
*MOT:	uhoh.
*MOT:	uhoh.
*MOT:	let’s put it back on.
*CHI:	[xxx].
*MOT:	oh yeah.
*MOT:	oh yeah because it’s a little red there maybe it’s a tiny bit tight.
%com:	child whines.
*MOT:	it’s a tiny bit tight.
*MOT:	oh.
*MOT:	oh dear.
(00:15:30) *MOT:	tell me.
*MOT:	tell me.
*CHI:	[xxx].
*MOT:	do you want to just see it?
*MOT:	okay, let’s look at it first.
%com:	child cries.
*MOT:	oh you don’t want that on again?
*MOT:	no?
*MOT:	you don’t want that on?
*MOT:	okay.
*MOT:	all right.
*MOT:	come here.
*MOT:	give me a [xxx].
*MOT:	give me a [xxx].
*MOT:	hey she just took it off.
*MOT:	she was like she put her head down and she’s like no more.
(00:16:00) *MOT:	you’re all finished with [xxx].
*MOT:	yay yay okay.
*MOT:	here’s your tima.
*MOT:	[xxx] clean up.
*MOT:	clean up and where’s the brush?
*MOT:	there it is.
*MOT:	thank you clean up.
*MOT:	thank you Ally.
*MOT:	she helped us clean up. 

	 

