FILE INFORMATION HEADING


@Begin
@Participants:		CHI: ###; MOM
@Filename:	XS_0826_transcript
*MOT:	yeahyeahyeah?
*CHI:	yeahyeahyeah.
*CHI:	yeahyeahyeah.
*MOT:	yeahyeahyeah.
*MOT:	hi.
*MOT:	oh hi baby.
*CHI:	[xxx].
*&MOT:	I know.
*MOT:	you want mama to hold you?
*CHI:	[xxx].
(4:00) *MOT:	yumyum.
*MOT:	uhoh.
*MOT:	no milk right now.
*MOT:	hey.
*MOT:	let’s find a oh.
*MOT:	let’s find another toy.
%com:	child cries.
*MOT:	emmy.
*MOT:	emmy come here.
*MOT:	emmy.
*MOT:	oh come here.
*MOT:	emmy.
%com:	child cries.
*MOT:	look at this.
*MOT:	look at this.
*MOT:	come here.
%com:	mother gasps.
*MOT:	oh no.
(4:30) *MOT:	whoa.
*MOT:	let’s see what else there is.
*CHI:	[xxx].
*MOT:	let’s see.
*MOT:	let’s see.
%com:	mother gasps.
*MOT:	oh you like cars.
*MOT:	you do.
*MOT:	you always want brother’s cars.
*MOT:	there’s a car.
*MOT:	oh that’s a loud car.
*MOT:	vroomvroom.
*MOT:	vroomvroom.
*MOT:	can you make it go?
*CHI:	[xxx].
(5:00) %com:	mother gasps.
*MOT:	what happens?
*MOT:	[xxx].
%com:	child laughs.
*MOT:	the car ran into the ball.
*MOT:	go get it.
*MOT:	come back.
*CHI:	[xxx].
*MOT:	you got it.
*MOT:	you got the ball.
*MOT:	yeah.
%com:	child sneezes.
(5:30) *MOT: can you bring it to momma?
*CHI:	[xxx].
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	you’ve got crazy hair.
*MOT:	come [xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	[xxx].
*MOT:	there’s a car.
*MOT:	crash.
%com:	mother whispers.
*MOT:	crash.
*MOT:	crash.
(6:00) *MOT:	I’m gonna go get the ball.
*MOT:	boo.
*MOT:	it’s rolling.
*CHI:	[xxx].
*MOT:	yeah.
%com:	mother gasps.
*MOT:	nice roll.
*MOT:	catch.
*CHI:	[xxx].
*MOT:	you kicked it.
(6:30) *MOT:	boo.
*MOT:	here.
*MOT:	hereherehere.
*MOT:	here’s a car.
*MOT:	help me pick another toy.
*CHI:	[xxx].
*MOT:	will you help me pick a different one?
*MOT:	huh?
*MOT:	help mama pick a different toy okay?
*MOT:	let’s put the car up the ball.
*MOT:	oh here.
*MOT:	here’s a brush.
*MOT:	this is fun.
*MOT:	how’s that feel?
(7:00) *MOT:	[xxx] brush for washing dishes.
*MOT:	it’s scratchy.
*MOT:	kind of rough.
*MOT:	hm.
*MOT:	how does that one taste?
(7:30) %com:	mother laughs.
*MOT:	hear that noise?
*MOT:	yeah.
*MOT:	you got it.
*MOT:	oh you’re gonna try?
(8:00) *MOT:	byebye.
*MOT:	oh.
*MOT:	where you going?
*MOT:	emmy.
*MOT:	here.
%com:	mother gasps.
*MOT:	byebye.
*MOT:	where were you going?
*MOT:	here.
%com:	child cries.
*MOT:	I know.
*MOT:	oop.
%com:	child cries.
*MOT:	uhoh.
*MOT:	I know.
%com:	child cries.
*MOT:	let’s put this here.
(8:30) %com:	child cries.
*MOT:	let’s pick another toy.
*MOT:	come here.
*MOT:	oh.
%com:	child cries.
*MOT:	okay.
*MOT:	here.
*MOT:	want to pick a different toy?
*MOT:	oops.
%com:	child cries.
*MOT:	okay.
*MOT:	hey come with me.
*MOT:	let’s see let’s see.
*MOT:	the brush and then what’s this?
*MOT:	what is this called?
*MOT:	manu.
*MOT:	what’s this one do?
(9:00) *MOT:	let’s see.
*MOT:	this one’s interesting.
*MOT:	is this called a manu.
%com:	child cries.
*MOT:	yeah.
*MOT:	oh.
%com:	child cries.
*MOT:	come here.
*MOT:	hi.
*MOT:	emmy.
%com:	child cries.
*MOT:	emmy.
*MOT:	uhoh.
%com:	child cries.
*MOT:	can I see your feet?
*MOT:	let’s try to put this back on.
(9:30) %com:	child cries.
*MOT:	come here baby come here.
*MOT:	emmy baby.
*CHI:	[xxx].
%com:	child cries.
*MOT:	let’s go see.
*MOT:	which toy did you like best?
*MOT:	do you like this one?
*CHI:	[xxx].
*MOT:	yeah?
*MOT:	or do you like a different one?
(10:00) *MOT:	or do you like that one?
*MOT:	okay.
*MOT:	how does that work huh?
*MOT:	what does that do?
*MOT:	what does that do?
*MOT:	oh did you go [xxx] on your head?
*MOT:	yeah.
%com:	child cries.
*MOT:	let’s fix this.
%com:	child cries.
*MOT:	oh emmy baby.
%com:	child cries.
*MOT:	come here.
(10:30) *MOT:	emmy.
*MOT:	want to sing a song?
%com:	child cries.
*MOT:	want to sing a song?
*MOT:	emmy.
%com:	child cries.
*MOT:	yes.
*MOT:	I think she’s she’s done with this.
*MOT:	yeah.
*MOT:	how long was that?
(11:00) *MOT:	okay.
%com:	child cries.
*MOT:	what a terrible hat.
*MOT:	what a terrible thing.

[End of Audio]	

Duration: 11 minutes

