FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 1635; DAD
@Filename:	XS_1635_transcript
*FAT:	uhoh.
*FAT:	Zoen can you get the ball?
*CHI:	[xxx].
%com:	child whines.
*FAT:	oh what do you want?
*FAT:	do you want together?
*FAT:	do you want it together?
*FAT:	okay.
*FAT: here.
*FAT:	together.
*FAT:	do you want to hold onto the tima?
*FAT: there you go.
*FAT:	uhoh.
%com:	father laughs.
(00:12:00) *FAT:	I think I’ll make a stack of pillows.
*CHI:	[xxx].
*FAT:	uhoh.
%com:	father laughs.
*FAT:	look here we go.
*FAT:	uhoh.
%com:	father laughs.
*FAT:	uhoh.
*FAT:	oh you dropped the camera.
*FAT:	let’s put the camera back on your head okay?
*FAT:	here is your hat.
*CHI:	[xxx].
(00:12:30) *FAT:	there you got.
*FAT:	yeah there’s your hat.
*FAT:	I need that manu back.
*FAT:	I want the zem.
*FAT:	uhoh wait no don’t push the button.
*FAT:	here.
*FAT:	you need the hat back on okay?
*FAT:	oops.
%com:	child whines.
*FAT:	here Zoen look look.
*FAT:	look at the zem.
(00:13:00) *FAT:	here you know what Zoen?
*FAT:	this is going to be on your head okay?
*CHI:	[xxx].
*FAT:	yeah.
*CHI:	this on your head.
*FAT:	let’s put it on your head.
*FAT:	[xxx].
*FAT:	there is your hat.
*FAT:	uhoh.
*FAT:	I think we’re done with the hat.
%com:	father laughs.
(00:13:30) *FAT:	yeah he just pulled it off.
 
   
 


