FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 1230; MOM
@Filename:	XS_1230_transcript
(00:03:30) *CHI:	[xxx].
*MOT:	yeah.
*CHI:	[xxx].
*MOT:	[xxx] doggy with eyes.
%com:	mother gasps.
*MOT:	that’s the same color as the dog.
*CHI:	[xxx].
%com:	noises from toy. 
*MOT:	yeah.
*MOT:	bonk.
*MOT:	[xxx].
*MOT:	can you roll the car?
%com:	noises from car.
*CHI:	[xxx].
(00:04:00) *MOT:	oh let’s leave the camera on.
*MOT:	oh.
*MOT:	oh okay do you want to play with the zem?
*MOT:	it’s all soft like the dog is.
*MOT:	ah.
*MOT:	you want to play with the camera huh?
*CHI:	[xxx].
(00:04:30) *MOT:	I don’t know kid.
*MOT:	do you think you’re being a useful research subject?
*MOT:	are you looking oh there’s circles on the wall.
*CHI:	[xxx].
*MOT:	scratchy [xxx].
(00:05:00) *MOT:	I think it’s too big to be a toothbrush.
*MOT:	see I’ve got the camera on my head.
*MOT:	so you should have a camera on your head.
*MOT:	that’s the [xxx] with the wipes in it.
*MOT:	do you want to play with the zem?
(00:05:30) *CHI:	[xxx].
*MOT:	oh yeah.
*MOT:	that’s all soft and squishy.
*CHI:	[xxx].
*MOT:	it’s got tentacles.
*CHI:	[xxx].
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	ah.
*MOT:	bonk owie.
*CHI:	[xxx].
*MOT:	do you want to snuggle?
%com:	child whines.
*MOT:	oh dear.
*MOT:	are tired of camera? 
(00:06:00) *MOT:	are you going to put it back on this time.
*MOT:	I think it’s upside down.
*MOT:	[xxx].
%com:	mother is whispering.
*MOT:	camera on your head well done.
*MOT:	okay.
*MOT:	do you want to try the handle on the manu?
*MOT:	yeah.
(00:06:30) *MOT:	what’s that do it goes around.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	is that an interesting thing?
*MOT:	yeah it moves.
*MOT:	it spins on an axel.
*MOT:	car [xxx].
%com:	noises from toy.
*MOT:	do you think your pig would like to ride in the car?
%com:	noises from toy.
%com:	mother makes a noise.
(00:07:00) *MOT:	I tracked in a lot of dirt.
*MOT:	can you leave the camera on your head.
*CHI:	[xxx].
*MOT:	oh.
%com:	mother gasps.
*MOT:	boop.
*MOT:	oh.
*CHI:	[xxx].
*MOT:	do you want to put things away in the box?
(00:07:30) *MOT:	can you put the car in the box?
*CHI:	[xxx].
*MOT:	oh you missed.
*MOT:	can you put the manu in the box?
*CHI:	[xxx].
*MOT:	yeah.  
*MOT:	are you going to go get the car?
%com:	mother laughs.
*CHI:	[xxx].
*MOT:	[xxx].
*CHI:	[xxx].
(00:08:00) %com:	mother gasps.
*MOT:	hi.
*MOT:	oh hugs.
*MOT:	hi.
*MOT:	say hi to the camera.
*MOT:	my camera.
*MOT:	oh my camera is stuck to my head just like yours.
*MOT:	except yours is stuck to your head.
*MOT:	mine is stuck to my head.
*MOT:	that’s the way it’s supposed [xxx].
*MOT:	ah.
*MOT:	like my glasses my camera should stay attached to my head.
%com:	mother gasps.
*MOT:	do you want to play with the tima?
%com:	noises from toy.
(00:08:30) *MOT:	it’s like a wishbone.
*MOT:	can you click it?
*MOT:	I have no idea what this is for but it’s kind of a cool toy.
%com:	noises from toy.
*MOT:	ah.
*MOT:	where did it go?
*MOT:	do you want to go get it?
*MOT:	go get the tima.
*MOT:	you are very attached to that thing.
*MOT:	oh all right.
*MOT:	i’ve got one end.
%com:	noises from toy.
*CHI:	[xxx].
*MOT:	[xxx] mess with the little white parts.
*MOT:	they’re like gears.
(00:09:00) *MOT:	hi.
*CHI:	[xxx].
*MOT:	oh you want to sit on my lap.
*CHI:	[xxx].
*MOT:	[xxx] wear it on your heard.
*CHI:	oh you’re going to take the camera off again.
*MOT:	put the camera back on.
*CHI:	ooh.
*MOT:	ooh.
*MOT:	oh whoop.
*MOT:	those are my glasses.
*MOT:	glasses definitely need to stay on my face.
(00:09:30) *MOT:	whoop.
*MOT:	on with the glasses.
%com:	mother gasps.
*CHI:	[xxx].
%com:	noises from toy.
*MOT:	neat rattling noise.
*MOT:	I think it’s a neat rattling noise.
*CHI:	[xxx].
*MOT:	oh you don’t need to whack me with it.
*CHI:	[xxx].
%com:	noises from toy.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	woo.
(00:10:00) *MOT:	oh you may not have my glasses.
*MOT:	where did the ball go?
*MOT:	oh do you see the ball over in the corner?
*MOT:	do you want to play roll the ball?
*MOT:	yeah you got a purple ball.
*MOT:	oh you threw me the ball.
%com:	gasps.
*MOT:	I’m going to roll it back to you.
*MOT:	roll.
*MOT:	oh it went past you.
*CHI:	[xxx].
*CHI:	[xxx].
(00:10:30) *MOT:	[xxx] me?
%com:	mother gasps.
*MOT:	oh oh nice toss.
*MOT:	okay.
*MOT:	okay ready.
*MOT:	are you ready?
%com:	mother gasps.
*MOT:	roll.
*MOT:	yeah you got it.
*MOT:	boopboopboop.
*MOT:	that’s the trouble with [xxx] those balls are too [xxx].
*CHI:	[xxx].
*MOT:	ah.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	zem.
(00:11:00) *MOT:	you’re going to eat it.
*MOT:	I don’t think it looks like food.
*MOT:	I think it looks like a sea cucumber.
*MOT:	okay which sounds like food but isn’t.
%com:	mother making noises.
*MOT:	chompchompchomp.
*MOT:	are you going to chew on the ball?
*MOT:	chew on the ball.
*MOT:	you know this doesn’t roll but you can toss it.
(00:11:30) *MOT:	toss.
*CHI:	[xxx].
*MOT:	are you chewing bits off that?
*CHI:	[xxx].
*MOT:	that is a chomp-able ball.
*MOT:	yes it sure is.
*MOT:	too chomp-able for you.
*MOT:	do you want to play catch the zem?
*MOT:	can you catch the zem instead?
*CHI:	[xxx].
*MOT:	boop.
*MOT:	no the ball is better.
(00:12:00) *MOT:	I don’t want don’t.
*MOT:	yeah I don’t want you peeling bits off it though.
*MOT:	that’s not good for you.
*MOT:	you can chase it.
*MOT:	can you roll it back to me?
*MOT:	and not chew on it.
*MOT:	[xxx].
*MOT:	less chewing on the ball.
*MOT:	up.
(00:12:30) *MOT:	and the zem.
%com:	mother gasps.
*MOT:	up.
*MOT:	up.
*MOT:	let me throw it to you.
*MOT:	are you ready to catch it?
*MOT:	wee.
*MOT:	you got it.
*MOT:	oh you threw it back.
*MOT:	oh you threw it.
%com:	child laughs.
*MOT:	all right.
*MOT:	are you ready to catch it?
*MOT:	wee.
*MOT:	[xxx].
%com:	child laughs.
%com:	mother makes noises.
*MOT:	zemzem.
*MOT:	thump.
*MOT:	[xxx] baby.
(00:13:00) *MOT:	see.
*MOT:	[xxx].
%com:	mother whispers.
*MOT:	zem.
*MOT:	whoop.
*CHI:	[xxx].
%com:	mother laughs.
*MOT:	you like the ball.
*MOT:	do you like it because it’s purple or do you like it because you can sink your teeth into it?
*MOT:	do you know what else you can sink your teeth.
%com:	child whines.
*MOT:	oh do you want to chew on a toothbrush?
(00:13:30) *MOT:	and that’s not a [xxx] toothbrush.
*MOT:	bigger than a toothbrush.
%com:	child gasps.
*MOT:	probably chew on that without taking chunks out.
%com:	child gasps.
*MOT:	you like the way that feels?
*MOT:	[xxx] hat off again.
*MOT:	oh.
*MOT:	hello.
(00:14:00) *MOT:	I’m going to put your camera back.
*MOT:	camera back on your head.
%com:	mother gasps.
*MOT:	oh.
%com:	mother laughs.
*MOT:	[xxx] my glasses stay on.
*MOT:	and your camera stays on.
%com:	mother gasps.
*MOT:	that’s the rule.
*MOT:	oh hi.
*MOT:	do you want to wrestle?
%com:	child whines.
*MOT:	oh did you knock it down over your eyes?
*CHI:	[xxx].
*MOT:	okay should we put back on where it goes not over your eyes?
%com:	child whines.
(00:14:30) *MOT:	hello.
*CHI:	[xxx].
*MOT:	are you done with the camera.
*CHI:	[xxx].
*MOT:	where’s the camera?
*MOT:	oh you’re going to put it back on?
*MOT:	okay.
*MOT:	let me help you.
*CHI:	[xxx].
*MOT:	there we go.
%com:	mother gasps.
*MOT:	kind of crooked.
*MOT:	there we go.
*MOT:	camera.
%com:	mother gasps.
*MOT:	hello.
*MOT:	oh are you hungry?
*CHI:	[xxx].
(00:15:00) *MOT:	[xxx] snack.
%com:	child whines.
*MOT:	do want to chew on the zem?
*MOT:	no.
*CHI:	[xxx].
*MOT:	are you finished?
*MOT:	are you done playing?
*CHI:	[xxx].
*MOT:	usually you’re very into little places.
*CHI:	[xxx].
*MOT:	you want milk.
(00:15:30) *MOT:	mhm.
*MOT:	hello.
*MOT:	I think she’s getting a little a little ready to be done.
*MOT:	all right.
*MOT:	yeah.
*MOT:	after she tried to put it back on the.  


	 

