FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 0825; MOM
@Filename:	XS_0825_transcript
*MOT:	ooh.
*MOT:	mama’s going to get you.
*MOT:	mama’s going to get you.
*MOT:	oh mommy got your toes.
*MOT:	you’re really into that ball.
*CHI:	[xxx].
*CHI:	[xxx].
%com:	kicking noises.
*MOT:	it’s because we don’t have balls at home.
%com:	noises from toy.
(00:05:30) *MOT:	here baby.
*MOT:	we’ll trade.
%com:	mother gasps.
*MOT:	yeah.
*MOT:	where’s the tima?
*MOT:	mommy will play with the ball.
*MOT:	do you like that tima?
*MOT:	what color is it?
*MOT:	the tima is orange.
*MOT:	where’s the tima?
*MOT:	it’s there in your hands.
*MOT:	oh yeah.
*MOT:	pretty tasty.
(00:06:00) %com:	noises from toy.
*MOT:	oh.
%com:	noises from toy.  
*MOT:	like that tima.
*MOT:	it’s pretty fun.
*MOT:	you like that part on the end.
(00:06:30) *MOT:	shake it.
*MOT:	shake the tima.
%com:	noises from toy.
*MOT:	good job.
*MOT:	yay.
%com:	kicking noises.
*MOT:	kickkickkickkickkickkickkickkickkickkickkick.
*MOT:	good job.
%com:	mother claps hands.
%com:	kicking noises.
(00:07:00) *CHI:	[xxx].
*MOT:	uhoh it’s stuck.
*MOT:	stuck on your bib.
*CHI:	[xxx].
*MOT:	oh you got it.
%com:	kicking noises.
*MOT:	kickkickkickkickkickkickkick.
*MOT:	oh.
*MOT:	oh what’s that you have Daphne?
*MOT:	is that the tima?
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	how fun.
*MOT:	ooh.
(00:07:30) *MOT:	yeah.
*MOT:	[xxx] down there.
*MOT:	grab them.
*MOT:	what color is the tima?
*MOT:	is it orange?
*CHI:	[xxx].
*MOT:	that’s right.
*CHI:	[xxx].
*MOT:	ah.
(00:08:00) *CHI:	[xxx].
*MOT:	ah.
*CHI:	[xxx].
*MOT:	ah.
*CHI:	[xxx].
*MOT:	ahahah.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
%com:	kicking noises.
*MOT:	kickkickkickkickkickkickkickkickkickkick.
*MOT:	good job.
%com:	kicking noises.
*MOT:	kickkickkickkick.
(00:08:30) *MOT:	oh your feet are cold.
*MOT:	that tima’s pretty fun.
*CHI:	[xxx].
%com:	kicking noises.
*MOT:	oh.
*MOT:	yeah.
%com:	kicking noises.
*MOT:	good job you.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	ah.
*CHI:	[xxx].
(00:09:00) *MOT:	ah.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	ah.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	ah.
*CHI:	[xxx].
*MOT:	ah.
*CHI:	[xxx].
*MOT:	ah.
*CHI:	[xxx].
*MOT:	ah.
*CHI:	[xxx].
*MOT:	ah.
(00:09:30) *CHI:	[xxx].
*MOT:	tima.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
%com:	kicking noises.
*MOT:	kickkick.
*MOT:	oh can you get the zem with the tima?
*CHI:	[xxx].
*MOT:	no you can just stick with the tima that’s good.
*CHI:	[xxx].
*CHI:	[xxx].
(00:10:00) *CHI:	[xxx].
%com:	noises from toy.
*MOT:	shake it.
%com:	kicking noises.
*MOT:	kickkickkickkick.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	good job.
*CHI:	[xxx].
%com:	kicking noises.
(00:10:30) *MOT:	oh.
*MOT:	look how mommy’s going to mommy’s going play with [xxx].
%com:	mother makes noises.
%com:	noises from toy.
*MOT:	oh get the tima.
%com:	mother gasps.
*MOT:	good job.
%com:	noises from toy.
*MOT:	oh thank you.
*MOT:	it’s for mommy now.
*MOT:	oh.
%com:	noises from toy.
*MOT:	are you done with that?
(00:11:00) %com:	noises from toy.
%com:	mother makes noises.
*MOT:	timatimatima.
*MOT:	oh.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	are you done?
*MOT:	oh okay.
*MOT:	here baby.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	hold on to that.
*MOT:	oh.
*MOT:	where’s the tima?
*CHI:	[xxx].
*CHI:	[xxx].
(00:11:30) *MOT:	yeah good job.
*MOT:	shake it shake it.
%com:	noises from toy.
*MOT:	oh.
*MOT:	there it goes.
*MOT:	[xxx].
*MOT:	okay sit down.
*MOT:	sit down.
*MOT:	which one do you want?
*MOT:	want a ball or a tima? *MOT:	oh you like the ball better.
*MOT:	how’s that ball taste?
(00:12:00) *MOT:	oh.
*MOT:	that tima makes a fun noise.
*MOT:	ball doesn’t make any noise.
*MOT:	that’s a little hole.
*MOT:	that ball has a little hole.
(00:12:30) %com:	noises from toy.
%com:	mother gasps.
*MOT:	good job.
*MOT:	come on.
*MOT:	oop.
(00:13:00) *MOT:	good job you kicked the ball.
*CHI:	[xxx].
*MOT:	that’s fun.
*CHI:	[xxx].
*MOT:	it’s stuck on your foot.
*MOT:	the balls’ stuck.
*MOT:	oh kick it.
*MOT:	okay back to Daphne.
*CHI:	[xxx].
* MOT:	back to Daphne.
*CHI:	[xxx].
*MOT:	oh.
*CHI:	[xxx].
*CHI:	[xxx].
(00:13:30) *MOT:	what’s the ball doing?
*MOT:	the ball’s rolling.
*MOT:	the ball’s rolling.
*MOT:	come back ball.
*MOT:	there it is.
*MOT:	ooh.
*CHI:	[xxx].
*MOT:	got that tima?
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
(00:14:00) *MOT:	are [xxx] done with that one?
*CHI:	[xxx].
*MOT:	what’s the zem doing?
%com:	mother makes noises.
*MOT:	I’m a zem.
*MOT:	a zem a zem a zem.
*MOT:	I’m a yellow zem.
*MOT:	I’m a yellow zem.
*MOT:	I got funny arms.
%com:	mother is singing.
*MOT:	look at all the arms.
(00:14:30) *MOT:	it’s like a big bacteria.
*CHI:	[xxx].
%com:	mother makes noises.
*MOT:	oh you don’t like that one okay.
*MOT:	go back to the ball.
*MOT:	get the ball.
*MOT:	yay grab the ball.
%com:	kicking noises.
*MOT:	kickkickkickkickkickkickkickkickkickkick.
*MOT:	good job.
%com:	kicking noises.
*MOT:	kick the ball.
*MOT:	good.
(00:15:00) *CHI:	[xxx].
*MOT:	uhoh are you tired?
*MOT:	oh oopsy.
*MOT:	leave that on.
*MOT:	we’re almost done.
*CHI:	[xxx].
*MOT:	oh honey [xxx].
*MOT:	here’s the ball.
*MOT:	where’s the ball?
*CHI:	[xxx].
%com:	kicking noises.
(00:15:30) 
%com:	mother laughs.
*MOT:	[xxx].
%com:	noises from toy.
*MOT:	hi.
*MOT:	good.
 

  
 
	

	 

