FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 1604; MOM
@Filename:	XS_1604_transcript
(00:05:00) *CHI:	[xxx].
*MOT:	yeah.
*MOT:	around and around and around.
*MOT:	and around and around and around.
*CHI:	[xxx].
*MOT:	snacks.
*CHI:	[xxx].
*MOT:	you want you want this back?
*MOT:	you want the zem?
*MOT:	is this what you want?
*MOT:	the ball?
*MOT:	ball.
(00:05:30) %com:	noises from toy.
%com:	mother laughs.
*MOT:	do you want something else here?
*MOT:	how about a car?
*MOT:	do you want to try the car?
*CHI:	[xxx].
%com:	mother gasps.
*MOT:	car.
*MOT:	vroomvroom.
%com:	noises from toy.
*MOT:	vroomvroom.
*MOT:	that’s a really squeaky car.
*CHI:	[xxx].
*MOT:	vroomvroom.
%com:	mother laughs.
(00:06:00) *MOT:	that’s a squeaky car.
*MOT:	squeaksqueaksqueaksqueaksqueak.
%com:	mother laughs.
%com:	noises from toy.
*MOT:	that thing needs some WD40.
(00:06:30) %com:	child cries.
*MOT:	what’s wrong?
*MOT:	want to put a snack inside?
*MOT:	vroomvroom.
*MOT:	vroom.
*MOT:	yum.
*MOT:	yumyumyumyum.
(00:07:00) *MOT:	yumyumyumyum.
%com:	noises from toy.
%com:	mother makes car noises.
%com:	mother laughs.
(00:07:00) *MOT:	do you want to play with the manu? *MOT:	and.
%com:	mother gasps.
*MOT:	look what’s in there.
%com:	mother gasps.
*MOT:	what’s in there?
*MOT:	can you put your hand in there?
*MOT:	put a do you want to put a treat in there?
*MOT:	here.
%com:	noises in background.
*MOT:	manu.
*MOT:	manumanumanu.
*MOT:	can you say manu?
(00:08:00) *MOT:	manu?
*CHI:	[xxx].
*MOT:	are you going to eat it or do you want to put it inside?
*MOT:	here you go.
*MOT:	[xxx].
*MOT:	hmm.
*MOT:	don’t get your hand stuck.
*MOT:	boop.
(00:08:30) *CHI:	[xxx].
*MOT:	boop.
*MOT:	you’re going to eat it yeah.
*MOT:	I don’t blame you.
*MOT:	I’m coming.
*MOT:	vroom.
%com:	mother makes car noises.
*MOT:	beepbeep.
*MOT:	beepbeep.
*MOT:	crash.
*MOT:	beepbeep.
*MOT:	crash.
*MOT:	crash.
*MOT:	make it crash?
(00:09:00) %com:	noises from toy.
*MOT:	crash.
*MOT:	do you want to play with the manu?
*MOT:	do you want to stick more things in the manu?
*MOT:	manu.
*MOT:	that’s a funny word huh?
*MOT:	oh you’re going to put all those in there?
*MOT:	whoa.
*MOT:	whoa that’s a lot Luke.
*MOT:	you’re going to stick all those treats in there?
%com:	mother laughs.
*MOT:	vroomvroom.
*MOT:	vroomvroom.
*MOT:	yum.
(00:09:30) *MOT:	yumyum.
%com:	mother laughs.
*MOT:	yum.
*MOT:	yumyumyum.
*MOT:	oh you dropped one.
*MOT:	you dropped one.
%com:	child whines.
(00:10:00) *MOT:	you can’t get it out.
*MOT:	is it stuck?
%com:	noises.
*MOT:	ah it’s really stuck there [xxx].
*MOT:	there you go.
*CHI:	[xxx].
*MOT:	vroomvroom.
%com:	noises from toy.
*MOT:	vroom.
%com:	child laughs.
%com:	mother laughs.
%com:	mother makes noises.
*MOT:	should we try something new?
(00:10:30) *MOT:	what’s this?
*MOT:	tima.
*MOT:	tima.
*MOT:	oh what is that?
*MOT:	it looks funny.
*MOT:	what is that?
*MOT:	what is that?
*MOT:	it’s kind of funny.
*MOT:	tima.
*MOT:	can you say tima?
*MOT:	what is that?
%com:	mother laughs.
*MOT:	what is that?
*MOT:	oh.
%com:	noises from toy.
*MOT:	tima.
(00:11:00) *MOT:	say tima.
*MOT:	oh gentle.
%com:	mother laughs.
%com:	noises from toy.
*MOT:	what is it?
*MOT:	what is it?
*CHI:	[xxx].
*MOT:	[xxx].
%com:	mother growls.
*MOT:	[xxx] strong.
(00:11:30) %com:	noises from toy.
*MOT:	tima.
*MOT:	tima.
*MOT:	oh is it a necklace?
*MOT:	oh.
*MOT:	necklace.
%com:	mother laughs.
*MOT:	do you want mommy to try it on?
*MOT:	do you want mommy to try it on?
*MOT:	oh it goes with my shirt it’s orange like my shirt.
*CHI:	[xxx].
*MOT:	you want it back?
(00:12:00) *MOT:	there you go.
*MOT:	can you put it on?
*MOT:	oh.
*MOT:	oh.
*MOT:	oopsy.
*MOT:	oopsy.
%com:	mother growls.
%com:	noises from toy.
*MOT:	can you say tima?
*MOT:	tima.
*MOT:	can you hand me the tima?
(00:12:30) *MOT:	Luke can you hand me that oh that’s the car.
*MOT:	can I have the tima?
*MOT:	you can have the car.
*MOT:	can I have the tima?
*MOT:	can I have the tima?
*MOT:	this is the car.
*MOT:	can I have the tima please?
*MOT:	can I have the tima please?
*MOT:	thank you.
*MOT:	yay.
%com:	noises from toy.
*MOT:	it’s pretty neato isn’t it?
%com:	mother makes noises.
(00:13:00) *MOT:	now can you hand me the car?
*MOT:	now can you hand me the car?
*MOT:	thank you.
*MOT:	oh.
*MOT:	oh you don’t want to hand me the car.
*MOT:	you want to trade?
*MOT:	how about how about the brush?
*MOT:	want the brush?
*MOT:	I’ll take the car and you can have the brush.
*MOT:	brush.
*MOT:	can you brush can you brush my arm?
*MOT:	can you brush my arm?
*MOT:	no let’s not brush your hair.
*MOT:	let’s brush my arm.
*MOT:	can you brush my arm?
*MOT:	brush my arm.
*CHI:	[xxx].
(00:13:30) *MOT:	are you trying to pull it apart?
%com:	mother laughs.
*MOT:	what are you the Hulk?
*MOT:	what are you the Hulk?
*CHI:	[xxx].
*MOT:	can you brush my hand?
*MOT:	um.
*MOT:	it doesn’t come apart.
*CHI:	[xxx].
*MOT:	tickletickletickle.
*MOT:	tickletickletickletickle.
*MOT:	tickletickletickle.
*MOT:	tickletickletickletickle.
*MOT:	brush your back.
%com:	brushing noises.
*MOT:	what do you think of that?
*MOT:	what do you think of that?
*MOT:	brush.
%com:	child grunting.
(00:14:00) *MOT:	it doesn’t come apart.
*MOT:	do you want to hand me the brush?
*MOT:	hand me the brush.
*MOT:	do you want the ball?
*MOT:	ball.
*MOT:	what do want?
*MOT:	what are you going after?
*MOT:	what are you going after?
*MOT:	woop woop.
*MOT:	which one do you want?
*MOT:	which one do you want?
*CHI:	[xxx].
*MOT:	do you want the car?
*MOT:	car.
*MOT:	do you want the car?
*MOT:	put the ball back.
%com:	noises from toy.
(00:14:30) *CHI:	[xxx].
*MOT:	which one do you want?
*MOT:	do you want this?
*MOT:	manu.
*MOT:	do you want the manu?
*MOT:	okay I’ll put the tima back.
*MOT:	you can turn it around and around and around and around.
*MOT:	around and around and around and around.
(00:15:00) *MOT:	around and around and around.
*MOT:	can you hand mama the manu?
*MOT:	where’s the manu?
*CHI:	[xxx].
*MOT:	what do you want?
*MOT:	do you want this?
*MOT:	this?
*MOT:	what do you want?
*MOT:	what do you want?
*CHI:	[xxx].
(00:15:30) *MOT:	which one do you want?
*MOT:	you don’t know which one you want.
*MOT:	do you want the tima?
*MOT:	tima?
*MOT:	that’s what you want?
*CHI:	[xxx].
*MOT:	do you want to sort them?
*MOT:	yeah okay.
*CHI:	[xxx].
*MOT:	the manu goes there.
*MOT:	do you want to play with the tima and the ball together?
*MOT:	here look look.
%com:	mother gasps.
*MOT:	look what mommy can do.
*MOT:	boing.
%com:	mother gasps.
*MOT:	boing.
*MOT:	boing.
(00:16:00) *MOT:	oop.
%com:	noises from toy.
*MOT:	tima.
*MOT:	tima.
*MOT:	oh you want to try and do that too huh.
*MOT:	I just wish I hadn’t [xxx] things.
*MOT:	uhoh.
*CHI:	[xxx].
*CHI:	[xxx].
*CHI:	[xxx].
(00:16:30) %com:	noises from toy.
%com:	mother gasps.
*MOT:	can you go get the ball?
*MOT:	go get the ball.
*MOT:	go get it.
*MOT:	can you roll the ball to mommy?
*MOT:	roll the ball to mommy.
*MOT:	thank you.
*MOT:	do you want to roll it?
*MOT:	wee.
*MOT:	wee.
*MOT:	do you see a circle on the wall?
*MOT:	see circles?
*MOT:	circles.
(00:17:00) *MOT:	around and around and around.
*MOT:	right.
*MOT:	do you see any blue circles?
*MOT:	do you see any blue circles?
*MOT:	those are lights.
*MOT:	they lights?
*MOT:	are you bored?
*MOT:	you don’t want to play with the tima anymore?
%com:	noises from toy.
%com:	mother is humming.
(00:17:30) *CHI:	[xxx].
%com:	mother laughs.
%com:	mother gasps.
*MOT:	ooh.
*MOT:	ooh.
*MOT:	ah there goes the ball.
%com:	mother gasps.
*MOT:	there goes the ball.
*MOT:	I’ll get it.
(00:18:00) *MOT:	I’ll get it.
*MOT:	I’ll get it
*MOT:	I’ll get it.
*MOT:	up there it goes.
*MOT:	go get it.
*MOT:	go get it.
*CHI:	[xxx].
*MOT:	go get it.
*MOT:	are you trying to pick it up with that thing?
*CHI:	[xxx].
*MOT:	there it goes.
*MOT:	go get it.
*MOT:	go get it mommy.
*MOT:	go get it.
*MOT:	woop.
%com:	mother laughs.
%com:	noises from toy.
*MOT:	want to hand it to mommy?
(00:18:30) *MOT:	hand me the ball.
*MOT:	give me the ball.
*MOT:	oh well ball yay woo.
*MOT:	do you want to give mommy the tima?
*MOT:	give mommy the tima.
*MOT:	thank you.
*MOT:	do you want to try something else?
*MOT:	how about the zem?
%com:	mother hums.
%com:	mother makes noises.
*CHI:	[xxx].
*MOT:	should I put this on your belly button?
*MOT:	where’s your belly?
(00:19:00) *MOT:	where’s your belly?
%com:	mother makes noises.
%com:	mother hums.
*MOT:	do you want to hold it?
*MOT:	do you want to hold it and pet it?
*MOT:	pet the zem?
*MOT:	do you want to pet the zem?
*MOT:	yeah you can stick your hand in there.
*MOT:	good job.
*MOT:	yeah.
*MOT:	oh good job.
%com:	mother gasps.
*MOT:	oh good job.
*MOT:	it’s just like the little brush at the petting zoo I guess right?
*MOT:	you can stick your hand in there.
*MOT:	yeah.
*MOT:	good job.
*MOT:	do you want to tickle mommy?
(00:19:30) *MOT:	do you want to tickle mommy?
*MOT:	can you stick your hand in there?
*MOT:	stick your hand in there?
*MOT: 	do you want to tickle mommy?
*MOT:	tickletickletickletickle.
%com:	mother laughs.
*MOT:	tickle mommy.
*MOT:	who is that?
*MOT:	who is that? *MOT:	who is that?
*MOT:	hi.
*MOT:	yay.
(00:20:00) *MOT:	I just remember it kind of it doesn’t it’s not exactly the same but they have these brushes at the petting zoo they’re like horse brushes you know?
*MOT:	so he was like oh I can stick my hand in there.
%com:	mother laughs.
*MOT:	is it a test?
%com:	mother laughs.
*MOT:	yeah.
(00:20:30) *MOT:	he was like I tried to pick the thing up with the tima and he’s like like because he saw me do it once and then he was like I want to try it.
*MOT:	do you want to try and wear it?
*MOT:	can you put it on your neck?
*MOT:	yeah.
*MOT:	he [xxx] like a necklace.
*MOT:	but now he just wants to pick up the ball with it.
*MOT:	all right.
*MOT:	a neck massager ah.
*MOT:	do you want to wear it your necklace?
(00:21:00) *MOT:	he likes to take the Mr. Potato Head sunglasses and put them around his neck.
%com:	mother laughs.
*MOT:	oh [xxx] belly massager.
*MOT:	I had no idea.
*MOT:	yeah.
*MOT:	he [xxx].
*MOT:	he tried to take it off once but he tried to brush his hair with the brush and I was like hey.
%com:	mother laughs.
(00:21:30) *MOT:	now he’s all cross eyed.
*MOT:	all done.
*MOT:	okay.

