FILE INFORMATION HEADING


@Begin
@Participants:		CHI: ###; MOM
@Filename:	XS_1208_transcript
*MOT:	let’s leave that on your head.
*MOT:	oop.
*MOT:	stop.
*MOT:	stopstopstopstopstop.
*CHI:	[xxx].
*MOT:	I know.
*MOT:	come in here.
(16:30) *MOT: 	come over here.
*CHI:	[xxx].
*MOT:	come over here.
*MOT:	I know I know.
*CHI:	[xxx].

[End of Audio]	

Duration: 17 minutes

