FILE INFORMATION HEADING


@Begin
@Participants:		CHI: 1619; MOM
@Filename:	XS_1619_transcript
*MOT:	you try.
*MOT:	hold this one and go.
%com:	mom shows the child how to turn the handle.
%com:	background noises from the mom turning the manu handle.
%com:	background noises from the child walking.
%com:	manu makes sounds as the child takes it from the mom.
*MOT:	[xxx] hold it like that.
*MOT:	and then just [xxx] that one.
*MOT:	good job.
%com:	manu makes sounds as child plays with it.
(02:28) *MOT:	do you want to try another one?
*MOT:	okay.
%com:	background noises.
*MOT:	we’ll try.
*MOT:	what is this?
*MOT:	tima.
%com:	tima makes sounds as mom plays with it.
*MOT:	look it.
%com:	mom gasps.
%com:	tima makes sounds as mom plays with it.
*MOT:	that one is pretty cool.
%com:	tima makes sounds as child plays with it.
*MOT:	there you go.
*MOT:	you’re doing it.
%com:	tima makes sounds as child plays with it.
*MOT:	you did it.
*MOT:	nonono.
*MOT:	you gotta keep that on baby.
%com:	background noise as the child walks around.
*MOT:	look it.
%com:	background noises.
*MOT:	[xxx].
*CHI:	[xxx].
*MOT:	where’s a tima?
%com:	background noises.
*MOT:	tima?
*MOT:	timatimatima.
%com:	tima makes sounds as mom plays with it.
*MOT:	ooh.
*MOT:	you did it.
%com:	tima makes sounds as child plays with it.
*MOT:	tima.
%com:	tima makes sounds as child plays with it.
Mc	timatimatima.
%com:	tima makes sounds as child plays with it.
%com:	tima makes sounds as child drops it on the ground.
*MOT:	oh pick it up.
*MOT:	can you do it some more?
*MOT:	one two.
%com:	tima falls to the ground and makes sounds.
(02:59) *MOT:	oh see mommy can’t do it either.
%com:	tima rattles as mom picks it up.
*CHI:	[xxx].
*MOT:	tima.
*MOT:	oh you did it.
%com:	tima rattles as child plays with it.
*MOT:	you did it.
%com:	tima rattles as child plays with it.
*MOT:	tima.
*MOT:	where’s the car?
%com:	background noises as child walks.
*MOT:	I’m gonna speed this over to you.
%com:	car makes noises as mom plays with it.
*CHI:	[xxx].
*MOT:	okay.
%com:	car makes noises as mom plays with it.
%com:	mom makes noises as she plays with the car.
%com:	mom gasps.
%com:	mom makes sounds as she plays with the car.
*MOT:	tima.
%com:	tima rattles as the child plays with it.
*MOT:	Addis.
*MOT:	you did it.
*MOT:	look it.
%com:	tima rattles.
*MOT:	you did it right.
*MOT:	okay.
*MOT:	you want to do it [xxx]?
%com:	mom makes sounds.
%com:	mom laughs.
%com:	tima rattles as child plays with it.
(03:30) *MOT:	it looks like.
*MOT:	it looks like.
*MOT:	yeah I know.
*MOT:	[xxx].
%com:	background noises.
*MOT:	Addie.
%com:	mom whistles.
*MOT:	it’s gonna get you.
*MOT:	ready?
%com:	background noises.
%com:	child starts to whine.
*MOT:	tima.
%com:	tima rattles as it’s being played with.
*MOT:	timatimatimatima.
%com:	mom kind of sings the above words.
*MOT:	[xxx].
*MOT:	[xxx].
%com:	mom kind of sings the above.
*MOT:	put it in your pocket?
(03:59) *MOT:	put it in my pocket.
*MOT:	oh.
*CHI:	[xxx].
*MOT:	it’s in a pocket.
*MOT:	yes it is big guy.
*CHI:	[xxx].
*MOT:	oh uh there you go.
*MOT:	you did it.
%com:	tima rattles as it’s played with.
*MOT:	you want to put it back in?
*MOT:	[xxx].
*MOT:	there we go.
%com:	mom laughs.
*MOT:	[xxx].
*MOT:	is that where it goes?
%com:	mom makes noises.
%com:	mom makes noises.
*MOT:	tima.
*MOT:	oh very.
*MOT:	look at that.
%com:	mom laughs.
*MOT:	that’s smart.
*MOT:	right.
*MOT:	that’s exactly where that goes.
(04:28) %com:	tima rattles.
%com:	child whines.
*MOT:	uh hold up your shirt.
*MOT:	there.
*MOT:	you can do it.
*MOT:	uh okay.
*MOT:	there you go.
*MOT:	that’s exactly where it goes you silly guy.
*MOT:	want to put your shirt over it?
*MOT:	there you go.
*CHI:	[xxx].
%com:	tima rattles.
*CHI:	momma.
*MOT:	okay.
*MOT:	put it around your head like a necklace.
*MOT:	okay.
*MOT:	you’re like a doctor.
%com:	child makes sounds.
*MOT:	oh that goes you think it goes there okay.
%com:	mother laughs as she says the above.
(04:59)*MOT:	tima.
*MOT:	timatima.
%com:	tima rattles.
*MOT:	what about mommy?
%com:	tima rattles.
*MOT:	can you put it on mommy?
*MOT:	put it on mommy’s belly?
*MOT:	I think it’s way too small for mom.
%com:	tima rattles as it’s dropped to the ground.
*MOT:	okay.
%com:	child makes sounds.
*MOT:	but mommy’s not gonna lift up her shirt ‘cause my belly isn’t as nice as yours.
%com:	tima rattles as child plays with it.
*MOT:	tima.
%com:	tima rattles as child plays with it.
*MOT:	tima.
*MOT:	put it on your head.
%com:	tima rattles as child plays with it.
*MOT:	put it on your neck.
%com:	tima rattles.
*MOT:	oh.
*MOT:	there you go.
*CHI:	[xxx].
*MOT:	[xxx] oh.
*CHI:	[xxx].
*MOT:	that’s exactly where that goes.
(05:30) *MOT:	that is exactly.
%com:	tima rattles.
*MOT:	good job.
%com:	mom laughs.
*MOT:	um, want my help?
*MOT:	[xxx] getting little red bumps baby.
*MOT:	you know you’re [xxx].
*MOT:	there you go.
%com:	mom makes sounds.
%com:	mom makes sounds.
*MOT:	tima.
%com:	tima rattles as it’s played with.
*MOT:	that’s a cool toy.
(06:00) %com:	child grunts.
%com:	child makes sounds.
%com:	tima rattles.
*MOT:	where does that go?
*MOT:	Where does tima go?
*MOT:	tima.
%com:	child drops tima and it rattles.
*MOT:	oh no.
*MOT:	pick it up.
*MOT:	aah.
*MOT:	here.
*MOT:	mommy will get tima.
*MOT:	want to putthis back?
%com:	background noises.
*MOT:	let’s put it back.
*MOT:	and you get [xxx].
%com:	background sounds.
*MOT:	oh good job.
*MOT:	good job.
*MOT:	look at this one
%com:	tima rattles.
*MOT:	ah.
*MOT:	brush.
%com:	background noises.
*MOT:	oh that does not go in your mouth.
*MOT:	oh brush.
*MOT:	brush your hair.
(06:31) *MOT:	thank you.
*MOT:	oh.
%com:	mom laughs.
*MOT:	thank you.
*MOT:	[xxx].
%com:	background noises.
*MOT:	here do you want to play with this one again?
%com:	background noises.
%com:	background noises.
*MOT:	ah.
%com:	background noises.
%com:	background noises.
*MOT:	oops.
%com:	background noises.
*MOT:	where does it go?
*MOT:	want to sit down on the pillows?
*MOT:	sit down.
%com:	nuhuh.
*MOT:	no?
(07:00) *MOT:	okay.
%com:	background noises.
%com:	child makes sounds.
*MOT:	oh do you want a ball?
%com:	background noises.
*MOT:	do you want a ball?
%com:	background noises.
*MOT:	ball.
*MOT:	go throw it over there.
*CHI:	[xxx].
%com:	background noises.
*MOT:	oh you did it.
%com:	background noises.
*MOT:	what’s wrong with you?
*MOT:	um Addikus go back.
*MOT:	you can’t do that.
*MOT:	nono baby.
*MOT:	here.
*MOT:	there.
*MOT:	mommy do it there.
*MOT:	no.
*CHI:	[xxx].
(07:30) *MOT:	I’m gonna put it on my belly.
%com:	background noises.
%com:	child whines.
*MOT:	want to put it on my belly?
%com:	background noises.
*MOT:	good job.
*MOT:	you go for this one.
*MOT:	look at this.
*MOT:	oh I’m gonna tickle.
*MOT:	it’s a what is this called?
*MOT:	a zem.
*MOT:	zem.
(08:00) *CHI:	[xxx].
*MOT:	oh thank you.
*MOT:	zem.
%com:	child sighs.
*MOT:	catch it.
*MOT:	oh mommy loves you.
*MOT:	where’s the ball?
*MOT:	get me the ball.
*MOT:	uh I’m gonna throw it.
*MOT:	I’m gonna throw it.
*MOT:	get it getitgetitgetit.
*MOT:	good job.
*MOT:	throw it.
*MOT:	come here.
*CHI:	[xxx].
*MOT:	[xxx].
%com:	background noises.
*MOT:	zem.
*MOT:	I know.
*MOT:	that’s so interesting.
*MOT:	oh.
*MOT:	what do you want to do after this go take a nap?
*MOT:	do you want to go back home?
*MOT:	okay where’s the ball?
(08:29) *MOT:	go get mommy the ball.
*MOT:	go pick it up Addie.
*CHI:	[xxx].
*MOT:	Addie okay.
*MOT:	what is this one?
*MOT:	what’s this one do?
%com:	background noises.
*MOT:	oh want me to get up?
%com:	background noises.
*MOT:	oh help me up.
*MOT:	let’s go get the ball.
%com:	background noises and mom and child walk across the floor.
*MOT:	oh I’m tired.
*MOT:	I want to lay down.
%com:	child starts to whine.
*MOT:	okay.
*MOT:	calm down.
(08:59) %com:	background noises.
*MOT:	okay.
%com:	sounds as mom pats child on the back.
*MOT:	you have to keep that on.
*MOT:	want mommy to get you the ball?
*MOT:	okay.
*MOT:	I’m gonna get you this one.
%com:	background noises as mom moves legs together.
*MOT:	on your belly.
*MOT:	[xxx].
%com:	mom laughs.
*CHI:	[xxx].
*MOT:	tickletickle.
%com:	child laughs.
%com:	mom laughs.
*MOT:	oh that’s perfect [xxx].
*MOT:	zemzem.
*CHI:	what’s that?
*MOT:	that’s a light.
(09:30) *MOT:	do you see the lights?
*CHI:	what’s that?
*MOT:	what’s that?
*MOT:	those are circles huh.
*MOT:	can you say circles?
*MOT:	want to get up.
*MOT:	here.
*MOT:	want to do tickles?
*MOT:	zemzemzemzemzemzem.
%com:	mom sings and she slides the zem up and down the child’s arm.
*MOT:	hihihihihi.
*MOT:	hihihi.
*MOT:	can you do that one to mommy?
*MOT:	oh [xxx] your belly.
*MOT:	everything goes on your belly.
%com:	mom makes sounds as she slides the zem up and down her arm.
%com:	background noises.
*MOT:	okay.
(10:01) %com:	background noises as child stands up.
%com:	background noises as mom stands up.
*MOT:	get the ball.
*MOT:	put it away.
*MOT:	ah get the ball.
%com:	background noises as the child runs to get the ball.
*MOT:	I’m gonna play with these two right now.
%com:	background noises.
*MOT:	okay give me the ball.
%com:	background noises.
*MOT:	thank you sir.
%com:	background noises.
*MOT:	which one do you want?
*MOT:	want the brush?
%com:	child makes sounds.
*MOT:	want that one?
%com:	background noises.
*MOT:	[xxx].
%com:	child whines.
%com:	mom drops the brush on the ground and it makes a sound.
%com:	mom gasps.
(10:30) %com:	background noises.
%com:	child whines.
%com:	mom gasps.
%com:	background noises.
%com:	child whines.
%com:	background noises.
%com:	tima rattles as mom lays it on the floor.
%com:	toy car squeaks as mom pushes it on the floor.
%com:	toy car squeaks as mom rolls it on the floor.
%com:	child makes sounds.
*MOT:	mommy’s gonna sit down.
*MOT:	why don’t you sit?
%com:	child whines.
(10:59) *MOT:	what?
*MOT:	it’s okay.
*MOT:	you’re fine.
%com:	background noises.
*MOT:	let’s see this one.
%com:	tima rattles as mom picks it up.
*MOT:	let’s see this one.
%com:	tima rattles.
*MOT:	this is one is um tima.
*MOT:	timatima.
*MOT:	[xxx]?
*MOT:	yippee.
*CHI:	dadadadada.
*MOT:	don’t don’t hit.
*CHI:	[xxx].
*MOT:	be nice.
*MOT:	tima.
*MOT:	put it on your belly.
%com:	background noises.
*MOT:	where did it go?
*MOT:	that’s exactly correct.
%com:	mom laughs.
%com:	tima rattles.
*CHI:	mom.
(11:28) *MOT:	oh where’s that?
*MOT:	tima?
*CHI:	[xxx].
*MOT:	uhuh.
%com:	tima rattles.
*MOT:	oh that looks good right there.
*MOT:	do you want it on your belly?
*MOT:	right here?
*CHI:	[xxx].
*MOT:	underneath your shirt?
*MOT:	lift up your shirt.
*CHI:	[xxx].
*CHI:	[xxx].
*MOT:	right there.
%com:	background noises.
*MOT:	there you go.
%com:	mom laughs.
*MOT:	mommy’s really.
*MOT:	uh I’m here let’s put this on this one.
*MOT:	wo.
%com:	tima rattles as mom throws it on the ground.
*MOT:	this way.
*MOT:	go get them.
*MOT:	no.
(12:01) *MOT:	why would you do that to yourself?
*MOT:	I know baby.
*MOT:	I know you’re tired.
*CHI:	[xxx].
*MOT:	and you’re almost done.
%com:	child whines.
%com:	child whines.
*MOT:	okay.
%com:	background noises.
%com:	mom hums.
*MOT:	I love you Addie.
%com:	mom is singing.
*MOT:	oh yes I do.
%com:	mom is singing.
*MOT:	I love you Addie.
%com:	mom is singing.
%com:	mom laughs
*MOT:	oh yes it’s true.
*MOT:	when you’re not near me I’m blue.
%com:	mom is singing.
%com:	background noises.
(12:32) *MOT:	oh Addie I love you.
%com:	background noises.
*MOT:	I love you [xxx].
%com:	car squeaks as mom moves it.
*MOT:	oh yes I do.
%com:	background noises.
*MOT:	I don’t like anyone.
*MOT:	but you.
%com:	mom makes sounds.
%com:	child whines.
*MOT:	let’s get this other one out.
%com:	background noises.
*MOT:	I like this one.
%com:	car squeaks as child plays with it.
(13:00) %com:	background sounds.
*MOT:	what about this one?
%com:	toy squeaks as child picks it up.
*MOT:	what about that?
%com:	background noises as child picks up toy and other toy in his hand hits the floor.
*MOT:	where does that go?
*MOT:	put it over there.
%com:	sounds as child walks.
*MOT:	put it over there.
%com:	sounds as child walks.
%com:	sounds as child runs.
%com:	child makes sounds.
*MOT:	put them away and get some [xxx]?
%com:	background noises.
*MOT:	good job.
%com:	mom is singing.
%com:	background noises.
*MOT:	go get the ball.
%com:	mom throws ball on the ground and it makes sounds.
*MOT:	um this one again.
%com:	mom puts the manu on the ground and it makes sounds.
(13:31) *MOT:	go get the ball.
%com:	child whines.
%com:	background noises.
*MOT:	Addie you can play with them.
*MOT:	we don’t need to put them away.
*MOT:	here play with it.
%com:	toys makes sounds.
*CHI:	[xxx].
%com:	child whines.
%com:	background noises.
*MOT:	where’s the ball?
*MOT:	go get the ball please.
*CHI:	[xxx].
*MOT:	yeah go get the ball.
%com:	child pics up toy and it makes sounds.
%com:	child whines.
(14:00) *MOT:	you’re not in a bad mood.
*MOT:	what does this one do?
%com:	background noises.
*MOT:	[xxx] can you go get the ball now?
*MOT:	go put the ball back.
%com:	sounds as the child runs to get the ball.
*MOT:	throw it to mama.
*MOT:	can you throw it to mommy?
%com:	sounds as the child is walking.
*MOT:	want me to put it back?
%com:	background noises.
*MOT:	okay I’m gonna get a toothbrush out and brush my hair.
%com:	background noises.
%com:	mom is singing.
%com:	mom throws brush on the floor and it makes sounds.
*MOT:	and I’m gonna get this one out so you [xxx].
%com:	child whines.
*CHI:	[xxx].
*MOT:	go get it.
%com:	child whines.
(14:30)	 %com:	child starts to cry.
%com:	background noises.
*CHI:	[xxx].
*MOT:	and you’re okay.
*MOT:	get [xxx].
%com:	child breathing heavily.
%com:	background noises.
*MOT:	[xxx].
*MOT:	[xxx].
*MOT:	okay want to go get her?
*MOT:	want to go get her?
(15:00) *MOT:	come on Addie.
*MOT:	let’s go.
*MOT:	come on.
*MOT:	hold mommy’s hand.
*MOT:	can you stand up like a big boy alone?
%com:	background noises as baby walks.
*MOT:	let’s pick these up okay.
%com:	background noises.
*MOT:	come on.
%com:	background noises.
*MOT:	all done with this one.
%com:	background noises.
